aX,aY,aZ,gX,gY,gZ
-1.65,8.86,8.43,76.65,-15.49,26.96
-0.48,7.86,8.24,104.46,-27.5,11.96
0.19,7.97,10.05,113.54,34.94,0.74
-1.62,8,11.67,79.76,56.04,9.34
-3.54,6.46,11.26,42.81,-12.19,-1.51
-1.63,3.01,9.31,28.91,-63.78,-14.99
0.41,1.52,9.07,24.88,-46.89,-6.7
0.15,1.53,9.46,20.86,-13.9,-1.02
-0.91,1.78,9.64,15.74,-5.91,1.23
-1.16,1.24,9.72,6.59,1.83,13.49
-1.23,0.79,9.53,4.4,19.64,17.33
-1.75,0.93,9.04,-2.37,17.74,20.13
-2.86,0.4,7.83,2.08,11.59,16.48
-2.97,0.04,6.96,16.65,16.77,7.94
-2.67,0.72,7.91,23.18,20,3.3
-2.12,1.28,9.02,18.66,16.83,7.51
-2.29,1.56,10.23,1.1,3.35,15.26
-2.33,1.46,10.4,-11.64,-14.27,15.5
-1.92,1.3,10.25,-18.23,-18.54,13.49
-1.37,1.36,9.99,-18.17,-6.1,7.45
-1.05,1.51,10.07,-11.76,12.26,3.91
-1.22,2.92,10.49,-11.82,23.05,6.05
-1.8,4.25,11.2,-31.89,-2.19,7.21
-1.6,4.49,11.33,-45.18,-33.96,10.2
-0.79,5.26,10.88,-41.52,-21.1,2.57
-0.07,5.71,9.47,-22.49,51.53,-17.73
-0.27,6.77,9.75,-18.1,108.78,-27.67
-2.19,6.72,10.38,-42.49,54.57,-14.07
-1.55,5.37,9.43,-67.86,-29.82,12.88
0.63,4.73,8.75,-73.23,-23.29,25.26
0.6,4.75,8.17,-79.02,31.77,27.76
-1.96,4.25,7.91,-89.99,32.2,30.74
-3.09,3.03,6.59,-89.51,-28.35,46.66
-2.03,-0.19,5.82,-70.36,-62.99,49.71
-0.38,0.4,6.59,-63.71,-51.46,54.28
-0.59,-0.68,6.54,-69.26,-24.82,63.55
-2.45,-1.25,6.09,-57.68,-28.29,64.4
-2.37,-3.48,6.84,-40.48,-49.69,53
-0.62,-4.45,7.18,-38.35,-51.28,57.27
-0.22,-5.43,6.77,-26.15,-37.62,63.97
-1.44,-5.45,6.74,-16.52,-29.08,73.49
-3.71,-5.74,7.63,-4.45,-23.54,75.93
-5.22,-6.01,7.93,-2.43,-12.74,59.34
-5.48,-6.97,7.86,11.65,-8.05,41.05
-4.58,-7.41,7.83,19.03,-29.33,33.37
-3.69,-8.07,7.74,31.77,-56.28,35.74
-3.29,-7.81,7.93,46.28,-76.34,36.35
-3.04,-6.75,8.69,47.93,-59.02,25.38
-3.09,-6.7,8.09,42.63,-18.17,2.33
-2.82,-6.6,8.04,34.88,2.32,-4.38
-3,-6.5,8.32,38.54,-14.39,9.46
-2.21,-6.09,7.79,35.98,-27.56,18.79
-1.45,-5.55,8.07,31.35,-24.45,22.76
-1.47,-5.15,8.17,35.31,-10.55,26.41
-1.73,-4.04,8.8,25.13,7.93,20.01
-1.74,-3.93,8.49,17.99,27.14,9.28
-1.36,-4,8.26,16.71,18.6,13.67
-1.22,-3.41,8.14,20.25,-11.52,26.96
-0.19,-2.67,8.4,24.76,-12.44,27.27
0.05,-1.43,9.32,14.94,13.84,14.89
-0.19,-1.47,9.34,5.74,31.65,6.84
-0.41,-1.78,8.86,2.14,25.06,10.93
-0.99,-2.17,8.12,5.61,-8.54,24.95
-0.59,-1.95,8.19,14.7,-26.64,28
-0.23,-1.61,8.68,14.88,-12.99,21.78
-0.39,-1.28,8.75,10,11.4,13.79
-1.2,-1.25,8.92,9.03,15.85,12.76
-1.83,-1.59,9.13,8.36,-6.1,16.23
-1.39,-1.31,9,7.2,-22.32,15.32
-0.4,-1.2,9.32,5.98,-9.57,11.41
-0.5,-1.01,9.55,1.16,5.37,8.12
-0.78,-1.3,9.39,0.37,10.67,6.96
-1.02,-1.4,9.3,-0.54,5.43,10.13
-1.2,-1.2,9.41,-0.67,-8.17,13.37
-0.48,-1.14,9.17,-2.25,-3.17,7.88
0.12,-1.33,8.87,-4.75,13.84,6.35
-0.34,-1.44,8.56,-3.17,27.07,5.8
-0.98,-1.34,8.84,-1.4,24.94,7.21
-1.23,-1.44,8.69,-0.36,14.03,5.99
-0.88,-1.39,8.84,1.65,5.67,6.48
-0.37,-1.36,9.03,3.11,7.07,7.63
-0.3,-1.34,8.87,2.38,10.79,9.04
-0.95,-1.28,9.21,2.02,8.35,10.56
-1.23,-1.44,8.94,1.29,2.5,8.85
-0.89,-1.38,8.67,2.32,0.31,6.78
-0.37,-1.32,8.76,1.77,5.67,5.07
-0.26,-1.32,8.53,2.38,8.96,7.33
-0.52,-1.46,8.87,4.27,3.42,9.16
-0.54,-1.41,8.91,4.58,-0.24,12.09
-0.49,-1.28,8.92,4.46,3.84,10.74
-0.41,-1.36,8.82,2.26,10.37,8.61
-0.49,-1.34,9.03,2.38,9.21,10.13
-0.62,-1.47,8.77,1.16,5.98,11.48
-0.69,-1.45,8.81,3.54,0.73,13.61
-0.67,-1.27,8.98,3.54,2.38,10.07
-0.45,-1.19,9.03,0.98,9.33,6.66
-1.57,-0.81,8.87,12.08,14.33,6.48
-1.15,-1.14,8.74,13.66,6.46,6.6
-0.97,-0.82,8.94,10,8.78,5.56
-0.84,-0.76,9.13,5.98,11.34,5.38
-1.13,-0.84,8.97,4.52,4.76,9.71
-1.1,-0.74,9.05,-1.52,-5.67,14.77
-0.79,-1.08,8.78,-3.35,-8.29,14.52
-0.65,-1.3,8.64,-1.76,-3.47,11.29
-1.09,-0.79,9.09,-2.43,-6.28,3.98
-0.93,-0.57,8.95,-5.48,-10.61,0.26
-0.55,-0.99,8.86,-2.56,-8.35,7.63
-0.41,9.39,11.02,-72.07,-39.63,0.13
-1.09,-1.44,9.31,-0.12,-2.93,13.49
-0.69,-1.1,9.13,1.9,7.32,11.23
-0.87,-1.33,8.62,1.9,6.1,7.82
-1.01,-1.15,8.85,3.97,-0.18,9.22
-0.82,-1.33,8.8,7.93,-0.91,10.44
-0.58,-1.14,9.04,7.75,3.29,8.91
-0.5,-1.32,9.03,7.32,10,9.77
-0.73,-1.46,8.89,8.36,9.39,12.51
-1.05,-1.62,8.87,4.76,5.61,12.63
-1.28,-2.01,8.76,4.4,-0.3,13.37
-1.17,-2.49,8.68,5.92,-5.06,15.5
-1.07,-2.9,9.18,4.76,-4.39,18.3
-1.35,-3.01,9.64,1.53,-5.06,22.39
-2.34,-3.15,9.97,-6.09,-4.75,25.07
-3.05,-3.82,9.84,-16.03,0.12,16.72
-3.06,-5,9.42,-25.97,15.79,-0.54
-2.79,-6.12,8.71,-33.04,37.26,-11.94
-3.26,-6.63,7.94,-32.68,48.17,-15.78
-4.15,-7.14,7.87,-27.56,38.17,-14.13
-4.05,-7.48,8.45,-17.25,12.56,-7.85
-2.51,-7.18,9.48,-10.3,27.07,-8.89
-2.45,-6.27,10.62,-19.51,60.49,-19.68
-3.55,-6.51,10.87,-33.04,59.09,-23.52
-4.27,-7.49,9.73,-37.31,8.78,-14.26
-2.16,-7.76,9.07,-26.46,4.15,-16.33
-0.93,-7.23,9.03,-15.85,31.71,-15.54
-0.79,-6.62,8.76,-0.85,47.32,-9.07
-1.52,-5.41,9.23,3.3,15,12.39
-2.53,-4.07,8.73,-9.2,-37.25,24.52
-1.88,-3.13,8.09,-17.25,-29.02,3.43
-0.25,-1.28,8.1,-24.75,56.95,-38.16
0.14,-1.09,7.32,-25.67,136.59,-53.46
-1.66,-1.2,6.32,-9.08,93.96,-8.71
-3.25,-0.02,5.91,6.96,-41.34,47.02
-3.27,2.85,5.52,10.86,-105.49,41.17
-0.29,4.57,3.41,41.28,16.34,-29.68
2.26,4.2,5.63,76.83,134.76,-44.93
-0.67,5.83,6.97,91.1,70.06,-5.48
-0.75,7.76,6.4,89.64,-23.17,11.29
0.52,7.71,7.61,101.1,-11.4,-0.11
1.35,7.97,9.67,118.05,85.31,-13.65
-1.01,8.28,12.14,99.15,110.79,-1.76
-3.39,6.18,11.76,52.26,23.35,-15.48
-1.1,3.29,9.46,29.7,-46.22,-24.99
1.52,1.56,8.81,33.48,-27.62,-21.57
0.92,1.69,10.3,30.98,3.17,1.96
-1.26,1.87,10.66,15.61,1.59,17.57
-2.19,1.79,10.08,1.96,-12.93,15.32
-1.82,0.96,9.26,-0.36,-14.14,9.52
-1.3,0.32,8.17,6.35,-0.61,2.63
-1.25,0.02,8.04,19.21,20.31,3.91
-1.5,0.49,8.27,27.93,37.2,6.41
-2.76,0.72,9.56,25.61,33.6,12.33
-3.48,1.22,10.66,8.42,15.43,13.24
-3.48,1.16,10.44,-5.91,1.59,8.55
-2.77,0.47,9.64,-12.43,-7.07,4.59
-1.83,0.33,9.03,-7.25,4.27,5.56
-1.17,0.02,8.61,5.25,30.18,7.76
-1.86,0.6,9.12,14.21,43.23,15.56
-3.11,1.38,9.62,13.3,19.45,18.24
-3.44,2.68,10.17,-2.68,-20.79,14.71
-2.37,3.56,10.37,-24.26,-52.8,9.95
-1.09,3.74,10.11,-39.57,-64.14,8.73
0.03,4.25,9.65,-41.76,-44.33,11.05
0.35,4.52,9.33,-38.78,-14.08,16.23
0.13,5.23,8.94,-37.25,8.48,18.79
-0.2,6.12,8.98,-41.46,17.93,8.24
-0.45,5.61,8.77,-39.99,24.76,1.66
0.24,6.22,8.52,-48.41,37.44,-0.05
1.05,5.21,8.13,-60.67,54.76,5.62
0.32,4.94,7.76,-70.06,46.04,24.77
-1.39,4.02,7.36,-74.63,11.65,41.35
-1.93,3.12,7.08,-71.7,-28.9,46.41
-0.4,1.73,7.35,-72.86,-33.54,48.67
0.64,1.03,7.11,-69.02,-5.36,62.76
-0.6,0.1,6.63,-56.88,10.92,78.61
-3,-0.45,7.32,-54.57,-6.34,88.55
-4.74,-1.35,7.16,-38.96,-16.1,76.78
-4.32,-1.88,7.32,-37.19,-38.23,59.46
-2.79,-3.8,7.54,-23.59,-52.44,53.43
-1.54,-4.79,7.75,-12.62,-36.22,59.34
-2.96,-4.86,8.3,-4.51,-14.45,59.95
-4.87,-4.87,9.17,-1.4,-3.29,45.99
-5.59,-6.27,7.79,-2.37,-14.02,22.94
-4.41,-7.47,7.28,16.71,-29.33,15.74
-3.1,-7.68,7.52,35.31,-48.6,28.67
-3.13,-7.24,8.23,43.66,-61.03,40.44
-3.66,-6.95,8.87,47.2,-62.56,39.28
-3.85,-6.9,8.87,48.85,-46.16,34.59
-4.52,-6.61,8.66,45.61,-31.95,21.23
-4.24,-6.29,8.65,37.63,-34.08,13.98
-3.05,-6.18,8.48,39.76,-43.78,22.15
-2.45,-5.79,8.74,36.59,-37.56,31.23
-2.64,-5.12,9.13,28.11,-16.34,33.37
-3.12,-5.07,8.5,19.64,12.56,15.93
-3,-5.1,7.95,14.03,22.68,6.17
-2.92,-4.82,7.84,18.91,12.44,4.22
-2.22,-3.89,7.99,23.3,-3.66,8.3
-1.43,-2.42,8.87,21.71,-0.91,4.65
-0.43,-1.9,9.28,14.94,3.42,-0.05
0.12,-1.57,9.31,6.65,5.43,-1.21
0.18,-1.62,9.27,3.36,-1.46,7.51
0.07,-1.5,9.14,0.19,-5.3,12.82
0.07,-1.6,8.79,1.41,6.4,11.84
-0.43,-1.44,8.78,2.08,11.89,11.78
-0.75,-1.67,8.66,2.57,9.57,16.35
-1.41,-1.1,8.83,0.61,-1.1,19.16
-1.45,-1.03,8.95,-2.43,-2.32,11.78
-0.95,-0.8,9.08,-5.18,5.92,4.22
-0.76,-0.97,8.93,-5.3,7.44,6.35
-1.21,-0.77,9.05,-3.84,0.06,8.91
-1.14,-1.08,8.99,-2.8,-7.25,8.91
-0.65,-1.17,8.89,-1.34,-2.25,5.5
-0.41,-1.21,8.62,2.32,8.29,4.04
-0.61,-0.95,8.79,1.71,12.99,2.51
-0.98,-1.01,9.26,2.32,5.92,6.84
-1.11,-1.25,9.06,0.43,-0.85,6.23
-0.69,-1.22,8.99,3.11,3.35,4.52
-0.33,-1.35,8.79,1.53,10.92,3.37
-0.5,-1.28,8.77,6.22,12.2,5.68
-0.69,-1.16,8.89,3.97,5.49,6.78
-0.65,-0.95,9.02,2.93,3.6,6.05
-0.52,-1.15,9.01,1.16,6.04,5.68
-0.77,-1.25,8.83,2.2,3.78,10.13
-0.96,-0.94,9.12,2.57,3.29,5.44
-0.26,-0.96,8.92,-0.91,14.64,1.66
-0.52,-1.24,8.98,1.29,18.66,5.44
-1.21,-1.15,9.01,0.92,4.45,8.24
-0.4,-0.94,9.34,13.97,19.15,9.16
-0.44,-1.15,8.53,16.71,20.67,7.09
-0.69,-1.11,8.66,16.22,18.96,9.95
-0.99,-0.9,8.87,14.33,10.12,11.41
-0.99,-1.05,8.62,13.24,5.67,10.38
-1.09,-0.75,9.16,6.77,0.85,9.89
-0.48,-1.03,8.96,3.36,-1.95,11.23
0.18,-1.28,9.18,3.72,-2.44,23.55
-0.57,-0.71,9.34,-0.6,-9.88,27.21
-1.37,-0.36,9.31,-6.76,-19.14,10.44
-0.97,-0.99,8.86,-7.86,-15.91,-4.01
-2.34,-1.4,10.54,7.2,-23.17,0.68
-0.56,-1.03,9.08,1.83,1.1,11.17
-0.55,-0.82,9.2,3.11,1.04,11.41
-0.54,-0.93,9.15,3.3,2.99,6.54
-0.38,-0.86,9.16,3.48,8.6,4.83
-0.45,-1,8.99,4.33,8.78,4.83
-0.59,-0.95,8.76,5.31,3.11,6.54
-0.6,-1.42,8.67,7.57,1.28,9.52
-0.61,-1.29,8.6,7.99,1.1,6.72
-0.44,-1.44,8.54,9.88,7.38,5.26
-0.77,-1.59,8.91,13.42,7.38,9.71
-1.28,-1.72,8.77,15.31,2.5,12.21
-1.86,-1.85,8.59,15.43,1.89,8.79
-2.08,-2.42,8.46,14.58,13.6,1.54
-2.63,-3.03,8.92,15.13,17.32,-2.98
-2.72,-3.53,9.24,11.22,9.03,-1.09
-2.62,-4.19,9.09,7.38,8.9,0.07
-2.76,-4.59,8.96,3.79,16.4,-0.29
-2.96,-4.61,9.07,0.43,25.85,-9.01
-2.38,-4.89,9.6,-8.1,37.81,-16.09
-2.01,-5.17,9.58,-18.41,47.01,-17.06
-2.04,-5.82,9.3,-24.08,39.27,-5.6
-2.18,-6.52,8.73,-22.31,30.61,5.56
-2.4,-6.64,8.92,-21.09,63.66,-10.05
-3.01,-6.19,9.74,-28.1,94.02,-27.67
-3.68,-6,9.91,-34.26,79.45,-30.23
-4.21,-6.05,9.6,-42.92,15.79,-2.73
-2.43,-6.62,9.12,-29.26,-6.1,3.49
-1.72,-5.3,10.45,-23.84,18.54,8.85
-3.37,-3.77,11.12,-37.13,30,-2.98
-4.63,-3.39,10.09,-55.6,27.81,-26.94
-3.75,-3.51,9.03,-58.17,28.84,-44.32
-1.71,-3.96,8.03,-57.49,25.73,-29.99
-1.52,-4.29,7.42,-30.97,-9.51,15.8
-2.42,-2.97,6.32,7.14,-53.66,39.22
-1.78,1.31,7.71,18.79,-3.41,-16.76
0.37,1.78,7.35,8.3,115.37,-72.24
-0.61,0.74,5.77,9.03,160.55,-57.12
-3.53,2.19,3.65,43.24,70.49,-8.52
-4.02,4.45,5.07,62.38,-69.27,1.96
0.11,6.25,4.89,69.15,-112.44,-28.59
5.27,6.95,6.63,104.27,3.72,-50.78
5.16,8.05,9.93,119.7,103.6,-6.39
0.51,8.19,11.75,97.63,79.82,23.91
-2.42,7.13,11.74,70.07,19.27,11.23
-1.76,5.06,10.1,50.98,-8.05,-5.48
-0.64,3.11,9.96,36.1,-9.51,-12.98
-0.04,1.8,10.32,24.46,-17.01,-0.23
-0.27,0.97,10.52,12.75,-17.56,11.23
-1.14,1.7,10.73,-4.51,-3.96,19.59
-1.73,1,9.4,-15.3,13.66,18.61
-1.72,0.93,7.38,-7.86,32.99,17.51
-2.17,0.6,6.51,6.41,36.46,13.12
-2.75,0.5,6.77,21.35,21.28,10.2
-2.84,1.24,8.36,18.11,1.77,9.22
-2.78,1.24,9.64,2.08,-20.97,11.17
-2.04,0.42,9.33,-4.14,-24.14,9.65
-1.17,0.16,8.67,1.77,-0.97,11.84
-1.35,-0.06,8.6,12.69,22.44,12.63
-1.97,0.33,8.66,24.88,24.51,13
-2.33,0.92,8.77,34.39,21.4,1.78
-2.64,2.56,10.25,16.35,1.34,0.87
-2.05,2.63,10.61,-3.35,-23.29,-2.12
-1.03,2.76,10.56,-9.63,-29.94,-8.59
0,3.23,10.32,-6.09,-28.11,-14.68
1.32,3.38,9.41,0.55,-16.28,-15.29
1.33,3.17,9.91,17.26,4.94,6.9
-0.39,5.45,11.13,18.3,27.07,10.38
-2.29,9.08,12.07,-13.23,27.38,-0.6
-1.55,8.9,10.25,-50.73,12.62,-10.11
0.44,5.99,8.72,-72.37,-12.01,4.46
1.71,3.65,7.97,-75.6,16.65,35.93
-0.24,5.08,8.3,-80.97,55.43,50.8
-3.08,6.33,8.16,-97.56,35.67,52.39
-3.5,4.31,7.37,-105.18,-28.78,49.1
-1,1.42,6.27,-95.06,-48.11,49.22
0.36,-0.19,6.74,-80.3,-26.95,64.22
-1.56,-0.1,7.29,-68.47,-18.84,87.02
-3.88,0.24,7.28,-63.17,-46.89,91.17
-3.44,-2.12,6.84,-49.81,-62.13,75.62
-1.67,-3.66,5.97,-38.96,-53.29,63.18
0.05,-4.44,6.05,-17.74,-41.34,69.65
-1.02,-5.42,5.84,-1.89,-39.14,85.44
-3.67,-4.93,6.79,9.46,-27.93,73.43
-5.13,-5.26,6.94,18.11,-21.77,52.51
-4.93,-5.59,7.97,28.18,-39.02,34.52
-2.87,-6.98,8.42,38.72,-54.75,29.59
-1.4,-7.8,8.6,43.11,-52.68,39.28
-2.13,-7.18,10.12,47.44,-39.45,51.78
-4.53,-6.81,10.42,32.08,-34.51,49.52
-5.6,-6.68,10.05,20.61,-39.45,36.66
-5.3,-7.18,9.5,18.6,-53.84,30.01
-3.89,-6.59,9.36,22.08,-62.07,31.54
-2.06,-5.95,9.54,16.83,-37.13,31.29
-1.55,-5.23,9.5,3.6,-0.43,30.56
-2.33,-4.58,9.26,-10.48,21.16,27.94
-3.05,-4.64,8.64,-13.71,19.76,21.78
-2.35,-4.73,8,-7.25,16.04,14.22
-1.64,-4.14,8.48,-4.32,20.06,12.39
-1.37,-3.35,8.31,-7.62,17.01,12.63
-0.86,-3.07,8.16,-4.87,16.4,10.99
-0.4,-2.75,7.9,-0.97,19.09,11.6
-0.31,-2.47,8.47,1.59,14.27,18
-1.16,-2.15,8.56,1.65,-1.16,21.84
-1.32,-2.17,8.48,5.13,-14.69,21.72
-0.91,-1.91,8.32,5.68,-8.41,17.02
-0.9,-1.92,8.2,9.58,10.43,10.07
-1.15,-1.61,8.59,12.2,17.44,8.24
-1.42,-1.64,8.76,12.2,2.2,12.02
-1.38,-1.53,9.08,10.31,-19.27,15.01
-0.61,-1.38,9.08,9.09,-12.5,8.06
-0.03,-1.33,9.33,9.94,11.71,2.09
-0.38,-1.45,9.52,8.97,21.65,4.77
-1.09,-1.59,9.24,6.04,13.11,9.95
-1.35,-1.63,9.03,5.19,0.12,7.7
-0.98,-1.45,9.23,1.29,-6.16,0.8
-0.14,-1.45,9.27,-2.01,2.44,-2.49
0.01,-1.66,8.79,-2.37,17.5,-2.49
-0.37,-1.72,8.77,2.2,21.4,1.54
-0.88,-1.67,8.7,4.33,15.85,3.85
-1.24,-1.61,8.63,5.98,1.71,3.24
-0.64,-1.54,8.7,6.47,-6.52,1.11
0.29,-1.63,9.03,6.1,4.39,-1.02
0.23,-1.44,9.25,3.6,17.99,1.84
-0.15,-1.65,8.96,3.6,18.78,6.78
-0.73,-1.66,8.71,4.33,10.61,8.79
-0.95,-1.6,8.61,3.48,-2.32,8.37
-0.62,-1.7,8.44,5.13,-7.38,7.88
-0.39,-1.61,8.85,6.04,-0.06,4.83
-0.94,-0.11,7.29,9.58,11.65,5.62
-0.6,-1.45,8.91,12.75,12.62,10.32
-0.65,-1.56,8.92,15.49,11.77,9.34
-0.58,-1.31,8.75,14.58,10.25,6.72
-0.83,-1.34,8.7,17.44,11.59,4.1
-0.83,-1.17,9.08,9.03,4.39,9.46
-0.92,-1.75,8.75,8.05,0.43,12.94
-0.78,-1.8,8.77,6.53,-11.1,17.33
-0.99,-1.23,8.8,4.33,-18.29,20.26
-1.36,-0.58,9.12,-2.25,-19.08,14.59
-1.34,-0.81,9.22,-4.93,-13.9,4.4
-0.11,-1.21,7.66,-1.4,3.78,8.24
-0.7,-1.99,9.22,1.35,10.37,0.32
-1.35,-2.27,8.83,4.88,13.42,-2.12
-1.66,-2.46,8.85,9.27,9.82,-0.29
-1.83,-2.89,8.53,12.02,6.28,3.85
-2.1,-3.25,8.45,10.55,-0.06,5.2
-2.15,-3.48,8.51,3.42,6.04,-0.66
-2.21,-4.31,8.22,-4.02,25.79,-10.35
-2.66,-5.37,7.5,-6.89,41.1,-12.67
-3.74,-6.42,7.42,-6.95,27.81,-11.39
-3.53,-7.68,7.3,-3.65,-5.06,-3.04
-1.61,-7.37,8.2,4.82,10.12,-3.1
-1.44,-7.02,9.48,7.32,45.98,1.41
-3.03,-6.46,10.24,-4.45,42.99,3.12
-3.61,-6.57,10.54,-22.74,22.81,2.27
-3.39,-6.78,10.31,-36.88,22.01,-5.66
-2.99,-6.34,9.95,-36.4,47.44,-24.13
-2.38,-6.04,10.4,-29.51,74.27,-32.18
-2.6,-6.01,10.78,-25.3,47.07,-4.44
-3.95,-3.96,11.87,-39.14,-13.05,27.21
-4.09,-3.87,10.4,-53.35,-37.8,30.19
-2.12,-3.67,8.63,-32.62,40.31,-11.39
-2.91,-2.96,8.14,2.75,116.65,-54.13
-3.95,-1.36,9.09,-0.42,67.2,-28.22
-4.38,-1.56,8.19,-3.29,-23.72,5.44
-4.55,0.77,7.92,-0.06,-54.39,5.87
-1.7,0,8.5,17.38,0.85,-37.37
-0.82,2.25,5.7,24.27,61.65,-59.87
-0.26,3.58,3.13,42.44,57.68,-46.33
0.81,5.24,2.96,64.33,-37.38,-17.55
3.37,7.63,3.18,103.54,-87.8,-3.71
5.64,10.86,6.18,151.89,-27.99,-7.24
3.67,12.65,11.6,159.94,73.66,-5.6
-1.34,10.23,16.66,108.24,47.87,-17.24
-2.18,5.58,17.48,21.47,-104.45,-60.72
5.38,2.34,14.37,-46.21,-164.02,-65.96
9.38,0.16,8.89,-49.45,-38.53,-1.88
4.88,-0.39,6.66,-19.32,72.01,38.55
-0.3,0.57,5.77,12.63,115.49,41.23
-4.24,2.36,7.16,17.2,87.68,25.32
-4.74,2.05,7.03,3.97,16.22,1.41
-2.43,1.16,6.64,4.88,-22.99,-15.23
0.19,0.44,7.81,8.05,-31.89,-10.35
1.19,-0.51,8.84,14.09,-25.73,3.43
1.07,-0.32,9.54,19.76,3.35,14.46
-0.35,0.16,9.89,15.25,28.11,19.95
-1.38,-0.41,9.55,15.25,37.01,18.3
-1.92,-0.21,9.52,15.25,40.24,16.78
-2.18,0.12,9.21,15.55,35.85,13.49
-2.92,0.09,9.02,15,17.38,8.79
-2.19,0.55,9.1,13.05,6.77,2.09
-1.06,0.21,9.6,11.29,16.95,3.85
-0.45,0.4,9.81,7.93,29.88,9.65
-0.56,0.51,9.87,1.71,35.79,13.55
-1.02,0.9,9.59,-4.39,35.24,13.61
-0.92,1.51,9.25,-9.69,29.45,8.79
-0.54,2.43,9.56,-19.69,24.27,6.11
0.09,3.1,9.09,-22.56,21.28,3.85
0.51,3.4,8.91,-13.65,35.06,-2.79
0.33,4.06,9.4,0.74,39.39,-14.07
0.5,5.2,10.28,2.2,29.45,-14.5
1.05,5.23,10.26,-10.3,41.46,-7.85
0.25,6.02,10.36,-20.24,76.83,8.06
-1.64,6.98,10.21,-39.75,85.12,8.73
-3.13,7.41,9.54,-65.36,52.74,9.22
-2.88,5.83,7.41,-72.56,33.11,10.38
-1.98,4.37,7.38,-71.64,23.42,14.77
-2.28,3.04,7.95,-76.88,-2.56,31.72
-3.52,2.73,7.91,-80.36,-53.66,54.1
-3.31,1.67,7.18,-63.17,-81.16,53.67
-1.48,0.32,6.98,-51.34,-68.96,44.46
0.66,0.27,8.9,-43.59,-50.06,68.18
-0.96,-0.85,8.82,-56.52,-15.3,91.17
-4.21,-0.75,8.12,-61.7,-7.62,71.72
-3.81,-2.5,7.53,-37.25,-17.86,50.13
-2.36,-3.66,7.15,-20.97,-41.71,59.16
-2.66,-3.64,8.14,-12.31,-62.19,67.51
-2.99,-4.91,8.81,0.19,-33.96,58
-3.49,-6.32,8.21,3.42,-5.49,44.16
-4.87,-7.12,7.33,13.11,-20.85,28.43
-4.38,-8.29,6.87,26.04,-51.71,25.5
-4.31,-8.63,7,41.96,-76.1,27.51
-3.77,-8.52,7.62,56.71,-97.19,30.74
-2.87,-7.93,8.5,56.83,-103.78,29.16
-2.16,-6.9,8.56,47.08,-68.41,17.76
-3.01,-6.38,8.84,37.38,-36.64,8.55
-3.52,-6.47,8.69,25.61,-36.04,7.09
-2.86,-6.57,7.93,13.66,-45.06,18.49
-2,-6.4,7.62,22.14,-16.52,20.62
-2.34,-5.3,8.81,15.49,14.27,19.71
-2.49,-4.95,8.54,7.32,43.96,11.29
-3.46,-4.72,8.32,1.29,23.84,19.1
-3.65,-4.37,7.75,6.71,-23.78,28.06
-1.72,-3.13,7.83,13.91,-24.21,17.82
0.35,-1.77,9,8.24,27.14,-0.84
0.33,-1.48,9.47,-1.7,44.63,2.21
-0.56,-1.73,9.54,-1.09,21.65,14.04
-1.11,-1.69,9.21,-2.13,-10.3,20.74
-0.61,-1.15,8.98,-3.47,-9.02,10.74
0.12,-1.12,8.74,-3.1,14.21,0.07
0.1,-1.46,8.3,-0.73,23.17,6.29
-1.28,-1.32,8.35,2.2,3.9,16.78
-1.39,-1.11,8.64,0,-17.01,15.68
-0.52,-1.14,8.88,-1.15,-3.05,3.79
-0.22,-1.22,9,-2.13,10.61,-1.63
-0.22,-1.49,8.87,-0.3,17.2,2.57
-0.83,-1.85,8.56,3.79,8.11,11.6
-1.34,-1.47,8.87,8.97,-8.35,15.38
-0.91,-1.12,9.14,5,-9.51,7.27
0.13,-1.49,9.17,1.22,8.35,1.54
-0.1,-1.55,9.09,0.43,16.53,4.4
-0.51,-1.44,9.07,2.08,9.88,9.04
-0.56,-1.41,9.11,-0.06,-2.8,10.56
-0.17,-1.37,8.99,-1.52,1.28,10.44
-0.05,-1.5,8.65,-1.52,13.84,6.78
-0.34,-1.52,8.96,1.22,18.9,9.28
-1.08,-1.51,9.08,0.92,8.6,10.13
-0.94,-1.57,9.08,2.75,-1.22,10.5
-0.32,-1.34,9.18,0.07,5.12,7.7
-0.22,-1.44,9.16,-0.24,16.22,6.9
-0.51,-1.53,9.08,-4.2,16.65,5.32
-0.77,-1.73,8.78,-1.15,14.39,7.94
-0.99,-1.66,8.53,1.9,-0.61,11.66
-0.62,-1.56,8.68,3.36,-11.28,11.96
0.13,-1.29,8.68,0.8,2.75,7.94
0.04,-1.31,8.82,-1.09,20.92,7.51
-0.73,-1.43,8.8,-0.6,17.01,9.89
-0.99,-1.63,8.67,-0.36,0.98,14.59
-0.74,-1.69,8.72,1.16,-6.16,15.62
-0.42,-0.31,9.35,-2.92,16.4,-15.05
-0.35,-0.54,9.19,-3.47,15.79,-12.91
-0.06,-0.94,8.83,-4.45,21.4,-10.96
-0.12,-0.79,8.75,-5.97,22.5,-7.43
-0.4,-1.05,9.06,-5.12,16.04,-4.8
-0.31,-1.15,8.82,-3.53,13.84,-4.56
-0.61,-1.17,8.8,2.99,12.5,-9.44
-0.88,-0.51,8.96,-2.01,7.68,-18.59
-0.83,-0.22,8.99,-6.52,3.41,-22.91
-0.29,-0.17,8.74,-8.29,4.15,-17.24
-0.41,-0.77,8.87,-7.8,4.45,-10.05
