aX,aY,aZ,gX,gY,gZ
-2.16,-2.13,11.29,-119.78,35.4,-5.07
-2.22,-2.44,10.81,-124.05,34.18,-4.21
-2.31,-2.42,10.56,-127.89,33.02,-5.07
-1.97,-2.81,9.6,-131.24,38.82,-6.04
-2.07,-3.08,8.87,-135.02,42.35,-8.97
-1.94,-3.24,7.9,-143.38,43.51,-10.07
-2.11,-3.23,7.69,-148.74,43.39,-10.98
-1.87,-3.86,6.6,-151.42,48.08,-12.2
-1.7,-4.09,5.6,-149.9,54.3,-11.47
-2.12,-4.43,5.21,-142.58,51.68,-11.77
-2.25,-4.54,5.31,-136.61,49.55,-11.59
-2.11,-4.99,4.62,-141.42,53.63,-13.79
-2.02,-5.49,3.86,-140.63,52.23,-15.19
-1.92,-5.63,3.63,-138.38,52.41,-14.52
-2.05,-5.48,3.26,-138.74,49.18,-12.51
-1.81,-6.03,2.42,-139.53,50.28,-12.93
-1.7,-6.31,1.64,-135.14,49.61,-9.52
-1.78,-6.82,1.42,-125.45,52.6,-4.4
-1.91,-6.95,0.98,-120.51,53.63,-3.42
-1.88,-7.06,0.59,-115.33,50.64,-1.41
-1.96,-7.16,0.03,-112.52,52.05,1.03
-2.24,-7.42,-0.72,-108.01,52.29,4.69
-2.55,-7.88,-1.24,-97.64,46.74,5.79
-2.82,-7.83,-1.89,-92.46,37.9,1.95
-3.31,-8.46,-2.24,-76.85,24.49,3.35
-2.99,-8.49,-2.82,-69.53,15.64,3.04
-3.14,-8.84,-2.78,-52.58,9.06,5.42
-3.34,-8.79,-2.62,-42.89,1.25,5.73
-3.38,-8.78,-2.69,-35.63,-0.03,4.02
-3.48,-8.84,-2.84,-27.4,3.21,2.55
-3.48,-8.93,-2.77,-16.67,6.44,0.73
-3.55,-9.01,-2.63,-9.6,9.91,-0.07
-3.55,-9.28,-2.2,-0.15,5.77,2.43
-3.72,-9.18,-1.53,9.61,-3.68,3.16
-3.64,-9,-0.82,13.64,-4.66,2.43
-3.35,-8.86,-0.36,13.15,4.73,-0.86
-3.24,-9.1,-0.15,15.95,15.71,-0.01
-3.34,-9.3,-0.07,17.48,16.93,2.37
-3.71,-9.28,0.03,19.49,6.74,4.45
-3.94,-9.23,-0.06,19.79,-4.54,4.57
-3.86,-9.14,-0.04,20.34,-8.44,-0.92
-3.33,-8.97,-0.31,18.76,-4.23,-4.64
-3.19,-9.04,-0.97,23.33,1.44,-3.36
-3.42,-9.13,-1.52,28.94,0.22,-1.29
-3.52,-9.05,-1.85,37.84,-10.82,-0.07
-3.39,-8.87,-1.89,45.65,-18.5,-2.2
-2.93,-8.59,-2.18,52.9,-18.01,-5.25
-2.51,-8.33,-2.68,58.33,-19.29,-4.82
-2.33,-8.27,-3.64,66.32,-26.18,0.48
-2.66,-8.03,-3.69,89,-50.21,11.27
-2.66,-7.76,-3.13,110.77,-66.98,11.64
-2.22,-6.97,-1.73,126.99,-64.6,9.45
-2.39,-6.41,-0.78,129.12,-56.43,6.34
-2.85,-6.32,0.02,131.13,-69.48,5.18
-2.02,-6.35,0.34,144.61,-65.7,-3.66
-0.88,-5.79,1.47,157.23,-19.29,-6.35
-1.99,-5.17,3.5,151.87,-16.73,0.97
-2.74,-5.2,2.96,144,-57.59,-0.74
-1.17,-5.1,2.74,158.82,-64.11,-5.86
0.55,-4.54,3.86,168.08,-5.39,4.51
-1.2,-3.3,5.9,153.57,16.74,15.42
-3.12,-3.66,5.6,144.61,-28.74,15.97
-3.11,-3.46,5.48,155.77,-84.35,-0.74
-1.14,-2.47,7.83,166.32,-58.99,-15.98
-0.5,-1.4,10.7,144.18,0.46,-16.29
-1.75,-2.6,10.83,122.23,1.74,-10.68
-3.52,-3.58,9.66,125.04,-87.59,-11.1
-0.94,-3.1,10.21,144.24,-102.65,-34.15
2.03,-2.18,13.01,128.33,1.19,-20.98
0.61,-3.22,12.14,107.17,58.14,8.71
-2.74,-4.11,9.72,102.96,-3.62,22.74
-4.39,-3.85,8.39,113.57,-134.17,9.02
-0.23,-3.02,8.95,136.99,-117.16,-24.94
2.41,-2.06,11.72,144.49,24.18,-11.47
-0.53,-0.96,12.7,101.38,66.01,26.09
-2.79,-2.16,9.81,79.43,-0.03,34.87
-3.54,-2.21,8.64,89.91,-93.81,26.09
-0.85,-1.75,9.56,100.59,-85.33,-2.45
1.07,-0.22,12.77,106.99,14.79,-3.3
-0.93,0.69,14.15,65.46,46.93,9.75
-2.16,-0.56,12.17,51.2,4.36,3.9
-2.01,-0.53,10.83,50.22,-43.2,0.18
-0.4,-0.24,11.65,51.32,-33.38,-10.62
0.61,-0.09,12.67,45.1,17.96,-7.99
0.1,-0.22,12.5,27.96,32.6,-0.98
-0.67,-0.39,11.71,18.09,11.01,2.01
-0.68,-0.35,10.86,12.05,-6.49,-0.49
-0.17,-0.33,10.36,10.46,-0.57,-1.47
-0.12,-0.47,10.58,8.76,17.23,-0.37
-0.36,-0.5,10.09,6.87,23.82,1.46
-0.88,-0.38,9.77,2.6,15.4,2.01
-1.34,-0.26,9.58,-2.46,2.05,1.88
-0.58,-0.56,9.59,-0.63,6.44,-0.19
-0.52,-0.49,9.07,-5.21,10.65,2.31
-0.91,-0.56,8.98,-2.77,8.21,-0.92
-0.69,-0.5,8.82,-3.07,6.93,-1.1
-0.62,-0.68,8.94,-2.52,9.06,-1.96
-0.48,-0.54,9.09,-4.78,13.57,-0.86
-0.46,-0.52,9,-6.49,14.91,1.27
-0.6,-0.65,8.93,-7.1,12.41,2.31
-0.81,-0.65,8.77,-4.9,4.24,0.48
-0.55,-0.62,8.89,-3.74,7.05,-1.29
-0.42,-0.67,8.86,-4.29,14.06,0.12
-0.5,-0.65,8.95,-1.97,14.97,0.24
-0.55,-0.59,8.92,-2.04,13.75,-0.92
-0.59,-0.71,8.89,-4.17,9.73,-0.37
0.58,-6.81,10.69,51.07,29.91,7.74
-1.18,-0.9,9.3,12.35,16.56,-2.14
-1.29,-0.56,8.78,8.94,11.25,-4.15
-1.18,-0.67,8.99,7.29,8.15,-4.95
-1.11,-0.79,9.02,4.67,5.52,-4.95
-1.13,-0.56,9.01,-1.79,4.61,-2.38
-1.28,-0.43,9.27,-10.88,1.38,-0.68
-1.23,-0.6,9.23,-16.91,-0.09,-0.74
-1.35,-0.74,8.87,-17.58,3.75,-3.91
-1.25,-0.73,8.75,-13.13,3.75,-1.77
-1.32,-0.96,8.75,-10.82,-0.7,-3.24
-1.14,-0.84,8.71,-4.35,1.99,-3.73
-2.1,-3.57,9.05,-112.4,-20.39,-25.43
-1.61,-1.27,9.36,-5.82,3.51,-2.08
-1.09,-0.78,9.32,-5.57,11.74,-0.55
-1.02,-0.76,9.28,-7.58,12.35,-0.37
-1.03,-0.75,9.28,-6.24,15.64,1.88
-1.18,-0.81,9.29,-7.52,14.85,2.25
-1.2,-0.97,9.09,-6.55,15.71,0.91
-1.14,-0.83,9.49,-7.04,19.85,0.54
-1.25,-0.65,10.03,-9.23,21.86,1.4
-1.31,-0.72,10.16,-12.71,23.21,-0.43
-1.38,-0.88,10.05,-16.61,22.96,0.36
-1.42,-1.02,10.04,-21.18,19.43,-0.68
-1.34,-1.1,9.82,-24.66,20.46,-1.23
-1.28,-1.34,9.84,-28.25,21.01,-0.01
-1.37,-1.09,10.63,-32.95,26.07,0.18
-1.54,-1.16,11.16,-40.57,29.67,0.24
-1.73,-1.09,11.55,-47.89,32.54,-0.92
-1.9,-1.29,11.52,-56.43,35.1,-3.24
-2.01,-1.61,11.25,-65.33,30.83,-4.15
-2.06,-1.82,11.16,-74.17,26.8,-4.82
-2.19,-1.82,11.78,-81.18,22.11,-5.8
-2.14,-1.98,11.81,-90.39,27.78,-9.03
-2.29,-2.09,11.96,-96.73,37.29,-12.32
-2.42,-2.46,11.3,-108.25,38.27,-12.99
-2.52,-3.11,10.45,-112.77,28.63,-13.73
-2.38,-3,10.06,-116.36,18.94,-12.44
-2.2,-3.24,9.96,-119.78,20.71,-11.84
-1.98,-3.4,9.56,-125.63,31.25,-11.53
-1.97,-3.55,8.97,-131.3,41.01,-9.76
-2.06,-3.99,8.01,-132.64,42.29,-8.6
-1.88,-4.13,7.19,-133.92,36.8,-5.13
-1.53,-4.41,6.45,-134.23,44.79,-2.45
-1.62,-4.53,6.54,-129.72,57.17,0.97
-1.79,-4.57,6.19,-129.17,59.24,0.54
-1.98,-4.48,6.09,-127.4,57.11,1.03
-2.17,-4.81,6.06,-128.38,53.02,0.6
-2.19,-5.16,5.4,-130.02,41.68,1.82
-2.27,-5.43,4.57,-128.92,34.85,1.21
-2.18,-5.43,4.39,-128.68,29.67,0.91
-2.17,-5.65,4.39,-126.18,28.08,1.03
-1.96,-5.81,4.04,-127.03,30.89,3.96
-2.3,-6.16,3.96,-123.8,29.73,5.6
-2.37,-6.31,3.66,-122.7,28.82,5.24
-2.54,-6.74,2.97,-124.17,24.73,1.76
-2.22,-6.72,2.87,-120.45,26.38,2.49
-2.34,-6.97,2.79,-118.62,32.6,4.87
-2.77,-6.71,2.76,-121.42,30.95,7.8
-2.91,-7.16,1.51,-125.75,23.94,5.42
-2.81,-7.45,0.37,-120.69,16.44,5.91
-2.54,-7.47,0.13,-118.92,19.36,5.79
-2.61,-7.5,-0.7,-116.42,31.19,4.57
-2.57,-7.8,-1.29,-108.19,43.14,5.42
-2.7,-8.04,-1.47,-99.17,55.95,5.6
-2.62,-7.84,-2.19,-97.95,55.22,8.9
-2.9,-8.21,-2.95,-90.21,44.36,10.66
-2.92,-8.59,-4.01,-80.63,32.23,10.91
-3.02,-8.68,-4.84,-68.01,21.74,10.79
-2.71,-8.62,-5.45,-51.91,19.18,11.88
-2.95,-8.81,-5.98,-36.73,15.64,16.27
-3.44,-9.03,-6.56,-18.25,9,20.3
-3.86,-8.97,-6.73,1.32,2.78,20.91
-4.51,-8.77,-6.24,19.37,-4.54,20.85
-4.93,-8.58,-5.88,33.39,-13.44,12.68
-4.74,-8.53,-5.44,48.03,-15.82,4.99
-4.63,-8.58,-4.87,61.87,-17.59,2.92
-4.72,-8.48,-4.5,75.83,-26.37,-1.35
-4.49,-8.18,-3.99,87.96,-36.61,-7.93
-4.2,-7.87,-3.33,95.89,-44.23,-13.66
-3.99,-7.77,-2.7,103.39,-47.16,-19.46
-3.51,-7.76,-2.14,109.06,-46.37,-22.2
-2.99,-7.76,-1.83,115.83,-47.04,-22.2
-2.44,-7.62,-1.13,126.44,-42.95,-20.01
-2.38,-7.35,0.12,133.51,-38.5,-13.05
-2.73,-6.87,1.24,131.5,-37.28,-12.63
-2.7,-6.76,1.7,128.82,-31.85,-16.53
-2.19,-6.91,2.2,129,-19.17,-18.48
-1.9,-6.65,2.93,128.21,-12.22,-12.75
-2.42,-6.36,4.03,118.7,-24.66,-4.21
-2.67,-6.31,4.49,112.23,-47.04,-3.54
-1.89,-6.11,4.79,109.85,-35.21,-14.94
-1.37,-6.09,4.91,110.34,4.97,-15.68
-2.47,-6.21,5.11,106.87,-9.42,-10.86
-2.72,-6.04,4.71,106.56,-49.11,-12.75
-1.5,-6.06,4.66,116.74,-58.07,-15.49
0.11,-5.4,5.12,124,0.16,-11.1
-1.05,-4.77,6.11,120.89,37.17,-2.63
-2.48,-5.18,5.46,110.89,-6.18,0.18
-2.45,-5.43,3.78,118.51,-62.16,-1.16
-0.39,-4.45,4.55,140.16,-34.9,-8.24
0.15,-3.24,6.65,128.39,6.62,4.26
-0.79,-3.29,6.74,110.95,14.67,11.7
-2.31,-4.16,5.67,116.38,-40.94,18.71
-2.42,-3.91,4.2,118.51,-126.06,19.08
0.03,-2.91,4.23,128.15,-113.01,7.01
2.2,-2.17,6.89,141.44,-2.53,17.19
0.29,-2.13,7.94,141.26,46.99,40.05
-2.54,-2.26,7.9,139.12,-15.33,47.43
-3.1,-2.42,7.47,147.78,-89.11,23.9
-0.28,-0.47,11.73,158.27,-41.12,-3.79
0.52,-0.32,14.48,146.38,28.21,10.6
-1.82,-1.16,15.65,124.79,6.8,19.57
-3.45,-1.27,15.31,109.61,-62.89,12.8
-2,-1.05,15.99,98.27,-83.93,-15.37
0.47,-1.2,17.1,87.29,-28.99,-19.52
0.21,-1.07,17.19,57.84,15.1,0.54
-1.48,-1.68,15.83,40.89,11.62,4.38
-1.8,-1.51,14.15,22.29,-11.06,1.46
-1.21,-1.53,13.42,11.62,-15.64,0.05
-0.37,-1.56,12.67,7.84,9.61,7.01
-0.9,-1.48,11.78,1.62,31.19,12.55
-1.51,-1.31,10.54,-2.34,31.56,11.7
-1.78,-1.28,9.47,-6,17.47,4.14
-1.39,-1.27,8.68,-8.74,11.93,-1.35
-1.01,-1.11,8.67,-0.15,21.32,-2.57
-0.97,-0.85,8.8,-9.72,19.18,-1.41
-1.01,-1.05,8.67,-14.41,11.86,-0.43
-0.88,-1.22,8.34,-12.64,7.29,-2.87
-0.73,-1.23,8.18,-9.54,7.23,-3.18
-0.56,-1.21,8.38,-8.8,13.63,-5.55
-0.58,-1.25,8.39,-3.74,20.52,-5.13
-1.06,-1,8.76,-2.34,12.05,-7.32
-0.86,-1.05,8.92,-9.29,-2.83,-5.98
-0.57,-1.13,8.79,-12.52,-7.59,-3.85
-0.15,-1.38,8.77,-8.56,6.74,-1.96
-0.39,-1.44,8.68,-6.49,14.36,1.09
-0.79,-1.33,8.59,-4.05,9.36,-0.86
-0.7,-1.41,8.53,-0.88,3.33,-5.01
-0.64,-1.3,8.97,-1.36,0.4,-3.6
-1.28,-1,8.68,12.29,18.75,-6.16
-1.16,-1.21,9.09,13.82,13.39,-4.58
-1.04,-1.32,9,13.15,10.4,-3.97
-1.07,-1.05,9.12,9,5.89,-2.99
-1.19,-1.06,9.21,2.84,7.54,-5.31
-1.08,-1.17,9.2,-4.66,9.06,-4.7
-1.23,-1.21,9.21,-7.28,5.83,-3.85
-1.36,-1.12,9,-11.55,4,-6.59
-1.16,-1.17,8.99,-16.79,6.01,-7.02
-1.33,-1.15,8.92,-16.06,9.55,-5.25
-1.37,-1.05,9.04,-16.55,12.11,-5.8
-1.38,-1.34,9.06,-13.93,12.6,-1.16
-1.18,-0.48,8.76,-112.52,-10.39,-27.57
-1.79,-1.94,9.47,-10.02,14.91,-3.48
-1.14,-1.14,9.3,-13.01,22.96,3.53
-1.34,-1.4,9.07,-14.05,21.44,1.76
-1.48,-1.43,9.23,-13.62,18.51,-1.77
-1.36,-1.13,9.41,-13.86,22.54,-4.64
-1.23,-1.51,9.68,-12.77,29.06,-3.54
-1.39,-1.41,10.25,-13.32,30.16,-2.45
-1.44,-1.31,10.67,-21.97,30.46,1.15
-1.39,-1.71,10.72,-30.82,31.01,-0.31
-1.53,-1.63,11.13,-37.4,29.18,1.7
-1.68,-1.54,11.7,-49.35,26.38,0.91
-1.67,-1.89,11.76,-58.38,30.4,0.18
-1.71,-1.94,11.34,-66,38.27,0.73
-1.93,-2.2,11.6,-74.66,50.52,-3.91
-2.39,-2.51,11.18,-82.83,47.11,-1.65
-2.53,-2.49,11.02,-94.6,35.95,-0.98
-2.51,-2.88,10.89,-98.68,32.84,-5.98
-2.61,-2.73,11.12,-102.89,36.44,-10.13
-2.63,-2.93,10.79,-109.96,38.33,-12.2
-3.41,-3.27,10.58,-112.52,17.72,-15.07
-3.29,-3.57,9.93,-117.58,-2.46,-23.54
-2.23,-3.95,9.48,-120.45,7.11,-27.08
-1.51,-4.33,9.12,-122.83,39.12,-25.74
-1.85,-3.86,9.43,-130.02,48.27,-17.2
-2.37,-3.44,9.8,-140.02,38.02,-14.15
-2.08,-4.8,7.86,-145.75,34.12,-11.53
-1.81,-5.11,7.21,-145.39,35.28,-12.14
-1.7,-5.11,6.67,-143.74,44.3,-10.49
-1.84,-4.93,6.91,-143.38,46.56,-10.68
-1.41,-5.25,6.14,-150.2,53.27,-7.02
-1.25,-5.42,5.29,-154.84,65.34,1.15
-1.57,-5.97,4.63,-152.7,75.89,4.69
-1.81,-5.65,3.12,-152.95,72.47,2.92
-2.05,-5.72,2.4,-148.19,69.55,-0.31
-2,-6.14,1.99,-141.67,63.63,-0.98
-1.95,-6.1,2.24,-135.51,63.21,-0.19
-2.03,-6.31,2.19,-136,67.47,3.47
-2.17,-6.46,1.4,-139.05,67.41,4.45
-2.38,-6.76,0.6,-131.91,63.08,3.53
-2.41,-6.78,0.02,-129.6,54.24,0.85
-2.4,-7.04,-0.47,-123.13,58.45,-1.59
-2.52,-7.34,-1.18,-117.89,60.83,-1.16
-2.83,-7.53,-1.53,-108.8,61.56,-0.55
-3.15,-7.79,-2.29,-103.56,54.43,1.34
-3.11,-8.08,-3.52,-96.79,51.13,0.24
-3.05,-8.25,-4.58,-80.45,45.95,-0.37
-2.99,-8.26,-5.03,-66.3,39.36,-2.14
-2.74,-8.3,-5.22,-54.6,33.21,-2.75
-2.64,-8.61,-5.26,-39.23,29.61,1.27
-2.89,-8.56,-5.32,-26.67,29.49,2.55
-3.04,-8.7,-5.18,-15.69,23.08,4.02
-3.16,-8.79,-5.08,-6.18,10.95,4.93
-3.05,-8.87,-4.7,4.25,1.07,5.3
-3.02,-8.99,-4.12,14.73,-1.85,6.03
-2.94,-8.8,-3.53,21.87,-1.43,8.04
-3.16,-8.83,-3.51,27.35,-4.05,10.66
-3.8,-8.85,-3.42,31.56,-14.9,8.16
-3.71,-8.75,-3.55,36.93,-30.7,4.38
-3.38,-8.78,-3.84,44.98,-43.01,3.53
-3.19,-8.43,-3.55,55.16,-43.44,3.41
-3.26,-8.35,-3.55,63.27,-41.49,3.35
-3.16,-8.25,-3.82,74.18,-34.05,1.82
-2.87,-8.06,-3.82,85.59,-28.2,1.95
-2.71,-7.76,-4.05,98.21,-31.37,3.84
-2.64,-7.22,-3.73,112.23,-36.37,5.48
-2.69,-6.76,-3.22,123.09,-37.04,2.49
-2.75,-6.74,-2.07,135.65,-35.88,-0.19
-2.73,-6.5,-1.15,139.49,-42.04,-0.86
-2.32,-6.34,-0.73,146.93,-44.48,0.05
-2.36,-5.88,0.01,152.05,-43.07,-0.19
-2.35,-6.03,0.88,155.46,-48.93,-2.02
-2.19,-5.92,1.82,160.52,-57.4,1.03
-2.46,-5.54,3.23,161.62,-77.04,6.95
-2.32,-5.17,4.34,161.87,-72.65,-2.45
-0.79,-5.38,5.02,166.19,-30.51,-3.42
-1.6,-5.09,6.71,156.32,-11.12,9.69
-3.04,-4.96,6.8,140.16,-57.65,16.21
-2.48,-5.63,6.24,141.74,-89.96,6.4
-0.34,-4.57,7.77,151.87,-36.49,-3.48
-0.05,-4.27,8.98,134.67,29,12.92
-2.63,-4.91,8.26,126.99,6.19,27.62
-4.37,-5.05,7.14,128.63,-77.59,15.3
-1.19,-3.86,7.97,139.79,-62.52,-6.77
0.42,-3.71,9.25,131.68,24.55,7.25
-1.67,-4.3,8.39,134.79,45.22,28.16
-5.06,-3.94,8.13,134.91,-50.21,24.81
-4.75,-3.26,8.27,138.09,-139.48,-18.18
0.31,-3.48,8.83,162.6,-77.28,-35.92
0.64,-2.81,10.26,168.21,7.6,-4.58
-2.18,-1.6,10.79,145.46,0.22,21.21
-3.13,-1.75,9.41,122.05,-57.89,20.66
-2.86,-0.75,10.78,110.59,-100.7,-4.76
0.63,-0.42,12.08,103.15,-30.33,-14.34
0.21,-0.83,13.28,88.21,33.27,5.6
-1.99,-0.9,12.98,76.56,12.41,15.18
-2.51,-0.73,12.22,58.45,-38.74,9.81
-1.24,-0.47,12.56,56.56,-36.31,-2.63
-0.09,-0.26,13.18,45.34,15.83,-1.29
-0.79,-0.54,12.71,33.39,38.57,6.4
-1.75,-0.65,11.95,22.96,15.64,6.4
-1.26,-0.44,10.91,13.45,-13.26,-5.86
0.9,-0.77,9.36,11.2,2.35,-3.24
0.48,-1.17,9.79,19.43,27.17,9.93
-0.67,-0.48,10.27,9,9.55,12.13
-1.04,-0.82,9.22,8.82,0.4,9.75
-1.15,-0.55,9.44,6.2,-4.17,6.7
-0.8,-0.86,9.18,8.03,3.45,5.79
-0.91,-0.36,9.17,1.14,16.44,7.68
-1.17,-0.74,9.5,5.16,12.29,8.65
-1.5,-0.83,9.33,-0.94,2.11,9.63
-1.59,-0.74,9.36,-0.94,-0.94,6.58
-1.39,-0.72,9.15,-0.39,5.22,3.16
-1.44,-0.71,9.23,-1.79,10.52,4.02
-1.62,-0.67,9.17,-2.58,8.33,2.8
-1.53,-0.86,9.15,-2.1,4.91,1.46
-1.42,-0.85,9.25,-4.17,3.27,-1.71
-1.07,-0.78,9.09,-5.21,9.73,-2.02
-0.93,-0.73,9.24,-5.39,16.86,0.66
-1.04,-0.84,8.9,-3.32,16.74,2.07
-1.3,-0.71,8.89,-2.83,10.4,1.27
-1.16,-0.71,8.89,-2.34,7.78,-0.13
-1.02,-0.67,9.1,-2.83,11.25,-0.13
-1.13,-0.7,8.93,-5.94,11.01,0.6
-1.14,-0.75,8.69,-3.99,9.97,0.97
-1.13,-0.71,8.77,-3.86,7.23,0.66
-1.06,-0.77,8.71,-2.52,8.02,-0.13
-1.04,-0.79,8.86,-1.85,10.16,0.18
-1.53,-2.62,7.29,28.94,45.83,-7.14
-1.84,-1.03,9.1,34.31,38.02,-11.77
-1.78,-0.66,9.62,26.44,24.61,-12.87
-1.26,-0.73,9.35,17.72,20.04,-10.55
-1.36,-0.51,9.25,7.96,16.32,-6.96
-1.55,-0.84,8.74,6.62,10.95,-6.53
-1.85,-0.53,9.3,-2.22,-0.33,-14.15
-1.69,-0.81,9.22,-11.91,-13.32,-22.26
-1.54,-0.15,8.87,-18.32,-13.26,-16.71
-1.24,-0.71,8.8,-20.75,-11,-12.93
-1.17,-0.97,8.39,-15.51,3.15,-7.69
-1.41,-0.89,8.89,-10.63,9.18,-10.25
-1.52,-1.17,8.81,-6.36,9.36,-13.42
-0.59,-1.85,9.33,0.34,6.62,-18.54
-1.01,-0.89,9.05,-6.79,12.47,-11.23
-0.9,-0.99,8.85,-7.34,18.45,-4.27
-1.19,-0.98,9.25,-8.68,18.02,-0.13
-1.39,-1.06,9.1,-9.29,14,-2.02
-1.36,-1.12,9.24,-7.65,14,-6.35
-1.27,-0.94,9.11,-6.85,19.36,-9.27
-1.3,-1,9.56,-4.29,17.05,-9.76
-1.36,-0.85,9.7,-11.12,13.88,-7.26
-1.23,-0.89,9.75,-17.34,12.47,-4.82
-1.04,-0.99,10.26,-19.72,18.94,-2.87
-1.21,-0.81,10.82,-24.41,22.66,0.42
-1.51,-0.88,11.2,-29.05,23.27,-0.92
-1.57,-1.22,11.22,-35.02,18.51,-3.05
-1.39,-1.48,10.82,-35.82,25.89,-4.7
-1.38,-1.33,11.11,-47.64,30.04,-0.37
-1.73,-1.33,11.55,-57.28,23.14,1.09
-1.56,-1.45,11.83,-67.46,19.3,1.4
-1.64,-1.46,12.8,-78.32,15.83,-0.86
-1.35,-1.99,12.04,-91.18,22.17,0.12
-1.52,-2.2,11.41,-100.08,28.14,-0.37
-2.05,-2.24,11.45,-107.1,23.08,-1.35
-1.86,-2.28,11.56,-117.22,15.71,-3.24
-1.46,-2.45,11.66,-129.29,17.29,0.12
-1.38,-2.45,11.61,-140.27,32.96,1.46
-1.38,-3.1,10.55,-149.96,53.21,2.55
-2.07,-3.24,9.77,-156.73,47.72,1.64
-2.39,-3.98,8.95,-159.9,37.96,-2.63
-1.82,-4.41,7.8,-158.25,31.8,-3.97
-2.02,-4.12,8.24,-159.78,39.49,-2.69
-1.59,-4.86,6.87,-162.95,58.08,-4.4
-1.72,-4.94,5.74,-165.33,63.94,-1.29
-2.05,-5.38,4.52,-159.96,58.33,0.79
-2.61,-5.23,4.19,-159.53,43.63,-4.03
-2.27,-5.55,3.52,-155.94,32.72,-7.26
-1.8,-5.99,2.81,-148.19,27.17,-4.52
-1.3,-6.12,2.23,-140.57,33.21,-0.8
-1.66,-5.49,2.87,-135.94,41.56,2.86
-2.15,-5.45,2.82,-146.42,41.13,2.62
-2.03,-6.65,0.99,-138.74,36.32,4.14
-2.2,-6.9,0.95,-127.1,26.93,5.85
-1.85,-7.01,0.18,-119.23,22.6,4.02
-1.72,-6.87,0.22,-112.7,29.36,3.71
-1.92,-6.98,0.45,-103.13,44.67,5.85
-2.26,-7.34,-0.2,-102.34,49.73,9.99
-2.94,-7.46,-1.34,-100.81,40.77,10.91
-3.04,-8.37,-2.14,-85.57,23.27,11.82
-2.88,-8.56,-2.05,-74.35,15.71,6.88
-2.75,-8.3,-1.76,-63.13,11.68,4.26
-2.69,-8.51,-1.72,-55.63,12.11,6.58
-2.62,-8.68,-1.7,-47.71,22.41,9.57
-2.86,-8.81,-2.2,-40.75,29.85,14.02
-3.4,-8.96,-2.53,-31,29.61,15.42
-3.85,-8.8,-2.36,-26.18,14.97,10.42
-3.72,-8.97,-2.18,-20.08,4.24,3.71
-3.28,-9.01,-1.87,-13.8,1.01,3.59
-3.22,-9.02,-1.62,-9.11,10.04,6.09
-3.35,-9.2,-1.6,-7.89,19.43,7.43
-3.55,-9.49,-1.75,-5.02,20.34,7.98
-3.93,-9.49,-1.72,1.5,9.49,9.99
-3.98,-9.34,-1.47,5.4,1.74,7.13
-3.71,-9.1,-1.73,9.31,4.67,6.76
-3.87,-8.92,-1.82,12.48,12.54,3.96
-3.92,-9.13,-2.29,16.32,12.9,1.03
-3.94,-9.11,-2.86,22.29,3.69,0.42
-3.95,-8.96,-3.34,32.29,-7.34,0.12
-3.62,-8.73,-3.82,41.62,-9.48,-2.69
-3.41,-8.62,-3.99,54.06,-6.79,-0.98
-3.01,-8.62,-4,69.18,4.85,-2.45
-3.09,-8.21,-3.47,81.38,10.77,-1.84
-2.97,-8.12,-3.53,91.13,11.8,0.48
-3.11,-7.74,-3.26,102.05,1.01,4.02
-3.13,-7.39,-2.93,115.71,-16.18,4.63
-2.76,-6.97,-2.32,129.73,-22.34,0.85
-2.16,-6.47,-1.35,138.27,-13.2,0.66
-2.39,-6.42,-0.41,144.55,-6.73,6.46
-3.18,-6.21,0.07,147.6,-24.23,9.14
-3.4,-5.94,0.55,154.3,-54.35,1.7
-1.9,-5.47,1.56,162.17,-53.68,-4.76
-0.95,-5.15,2.55,166.87,-24.42,1.15
-2.22,-4.82,3.68,163.08,-29.6,10.91
-2.93,-4.22,4.69,158.09,-64.9,2.92
-1.07,-4.29,6.14,152.29,-51.55,-0.98
-0.09,-3.84,6.67,144.98,-1.18,7.25
-0.82,-4.42,6.33,144.06,36.68,12.37
-1.19,-3.95,6.9,141.99,49.91,18.53
-2.66,-3.37,8.27,125.59,13.33,30.3
-3.41,-3.68,8.18,100.46,-46.73,27.86
-2.97,-4.13,7.93,108.33,-74.96,11.7
-0.09,-3.74,9.15,121.13,16.07,5.48
-0.39,-4.13,9.12,116.8,82.9,37.74
-4.69,-4.55,8.22,119.61,16.99,52.98
-5.84,-4.42,7.01,135.1,-85.63,33.47
-3.69,-2.8,8.6,143.51,-122.95,4.81
-0.44,-2.59,10.62,142.9,-29.84,3.47
-2.09,-2.44,11.68,127.05,26.68,27.98
-4.93,-2.97,10.37,118.15,-21.43,27.74
-5.52,-2.86,9.16,117.9,-121.73,15.79
-1.98,-2.51,10.37,137.17,-104.11,-9.27
0.01,-0.33,13.79,129.61,-1.61,0.42
-2.25,-0.83,14.14,93.63,13.02,15.79
-3.92,-1.1,12.44,77.11,-45.57,10.54
-2.57,-1.19,11.5,72.05,-82.59,-7.51
0.32,-1,12.61,74.73,-27.83,-5.43
-0.24,-0.14,13.81,53.94,14.85,9.57
-1.5,-0.81,12.32,36.32,11.86,12.01
-2.43,-0.54,11.16,22.29,-15.27,13.96
-2.26,-0.68,10.39,15.71,-32.71,4.14
-1.13,-0.9,10.18,18.15,-7.95,-1.77
-0.91,-0.86,10.58,16.93,25.83,3.71
-1.85,-0.69,10.12,10.4,24.85,5.6
