aX,aY,aZ,gX,gY,gZ
-11.42,-3.3,2.27,6,-17.95,-78.93
-11.48,-3.23,2.09,6.97,-13.32,-90.27
-11.59,-2.96,1.99,3.92,-6.86,-102.04
-11.74,-3.02,1.71,0.02,-7.22,-116.68
-11.45,-3.1,1.44,1.49,-10.88,-132.29
-10.89,-3.1,1.19,3.19,-14.54,-147.04
-10.51,-3.17,1.11,5.2,-19.48,-157.53
-10.04,-3.29,0.78,7.4,-26.67,-171.01
-9.54,-3.24,0.62,14.11,-37.34,-184.54
-8.67,-3.14,0.88,17.46,-44.54,-194.12
-7.72,-3.18,1.1,14.41,-47.34,-200.94
-7.38,-3.19,1.11,5.27,-44.11,-207.41
-6.92,-3.54,0.9,6.36,-44.11,-214.91
-6.28,-3.9,0.74,14.17,-43.08,-224.36
-5.43,-4.12,0.97,23.25,-42.59,-230.7
-4.81,-4,1.45,24.66,-50.82,-229.54
-4.28,-3.78,1.84,15.81,-65.21,-227.29
-3.78,-4.01,1.96,12.16,-73.14,-233.87
-2.55,-4.36,1.49,18.38,-68.07,-241.37
-1.28,-4.76,1.66,23.56,-53.87,-242.22
-0.66,-4.61,2.43,12.46,-55.58,-243.2
0.21,-4.78,2.22,6.73,-65.57,-243.57
1.35,-4.42,2.33,3.01,-52.59,-248.87
2.15,-4.92,2.45,-2.66,-43.38,-250.7
2.15,-5.2,1.9,-9.8,-56.49,-254.36
2.24,-5.48,0.97,-13.64,-88.38,-265.58
4.62,-5.47,0.5,-7.72,-82.22,-281.49
7.05,-5.52,0.88,0.69,-35.39,-272.53
7.76,-5.88,0.57,7.77,-16.25,-243.93
6.82,-6.77,-0.43,21,-38.2,-213.38
6.24,-6.51,-0.96,40.45,-53.2,-216.49
8.02,-5.73,-0.32,50.57,-44.42,-216.37
9.18,-5.97,0.06,58.31,-42.83,-206.13
9.76,-6.56,-0.32,73.5,-63.2,-190.27
10.35,-6.32,-0.05,82.77,-82.1,-177.16
12.29,-5.66,1.51,79.47,-49.97,-159.97
13.18,-6.22,2.84,71.42,-22.89,-133.32
13.13,-7.02,2.71,68.86,-22.83,-108.75
12.86,-7.72,2.87,65.94,-42.89,-93.2
13.47,-7.46,3.91,55.63,-49.23,-80.64
14.7,-7.47,4.62,41.61,-42.34,-57.53
15.35,-7.58,4.5,26.61,-27.4,-28.02
15.19,-7.3,4.27,11.24,-4.9,2.22
14.23,-7.24,3.94,-1.26,0.58,28.99
13.08,-7.52,2.95,-2.42,-7.1,46.49
11.74,-7.25,2.34,1.73,-23.62,59.05
11.27,-7.22,1.94,9.17,-33.01,66.8
11.34,-7.05,1.76,14.78,-30.03,77.71
11.01,-6.81,1.79,23.07,-19.84,91.8
10.29,-6.45,2.07,28.74,-15.27,105.52
9.18,-6.41,2.34,28.68,-49.6,115.45
8.97,-6.62,1.85,31.55,-77.59,120.33
9.29,-6.83,1.95,41.3,-73.26,129.66
9.2,-7.03,2.3,53.31,-43.5,146.31
8.43,-6.87,2.24,64.41,-4.66,161.06
7.06,-5.58,2.9,55.45,10.95,178.32
5.57,-5.64,3.29,39.17,-7.04,185.58
4.88,-5.79,2.74,31.97,-16.43,184.11
4.24,-6.16,2.38,30.33,-7.95,184.72
3.56,-6.14,1.88,34.17,8.88,183.14
2.88,-5.92,1.51,39.35,13.08,179.54
2.52,-5.69,1.34,43.92,8.02,181.67
2.06,-5.48,1.2,47.09,-5.27,193.2
1.69,-5.42,1.09,47.89,-7.77,200.21
1.34,-5.14,1.23,52.95,4.73,208.08
0.46,-5.08,1.54,55.14,27.11,214.05
-1.04,-4.21,1.87,47.89,35.22,206.43
-2.25,-3.58,2.49,41,18.27,193.26
-2.15,-3.98,2.22,32.7,14.36,184.78
-2.37,-4.32,1.98,28.31,25.34,180.33
-3.12,-4.3,1.52,31.97,40.16,182.22
-4.31,-3.7,1.83,40.63,34.42,181
-5.12,-3.34,2.18,48.62,25.46,165.39
-5.87,-2.97,2.84,45.2,17.47,150.39
-6.39,-2.85,2.35,32.09,10.46,140.64
-6.7,-3.33,1.99,30.81,9.73,129.3
-6.47,-3.17,2.23,39.41,8.02,117.41
-6.27,-3.07,2.66,38.44,7.35,119.97
-7.38,-2.79,3.02,33.19,4.85,124.48
-8.92,-2.44,2.69,26.55,-3.38,119.72
-9.67,-2.16,2.2,29.84,-11.06,107.65
-9.29,-2.35,1.97,30.57,-7.1,91.74
-8.59,-2.71,1.82,35.39,2.96,89.6
-9.16,-2.43,1.78,35.27,9.55,95.33
-10.63,-2.36,1.71,37.95,2.11,95.46
-11.67,-2.04,1.66,41.91,-7.53,77.59
-11.51,-2.02,2.02,44.53,-17.1,60.39
-11.44,-1.83,2.12,40.2,-16.55,49.48
-11.49,-1.81,2.44,40.57,-9.11,42.65
-11.91,-1.87,2.62,40.2,-7.04,36.74
-12.24,-1.57,2.88,35.27,-12.16,30.76
-12.22,-1.72,2.47,30.45,-15.82,23.14
-12.16,-1.59,2.34,30.14,-16.55,17.47
-12.51,-1.75,2.26,29.72,-21.37,6.8
-12.78,-1.56,2.53,31.49,-31.79,-4.18
-12.36,-1.42,2.65,28.86,-33.62,-15.15
-11.78,-1.5,2.41,27.52,-27.16,-23.69
-11.43,-1.74,2.64,26.97,-28.14,-27.41
-11.04,-1.73,2.67,22.83,-37.77,-32.29
-10.39,-1.67,2.51,22.22,-40.51,-35.64
-9.75,-1.85,2.32,20.51,-35.27,-39.73
-9.32,-2.03,2.17,21.73,-29.78,-42.1
-8.84,-2.13,2.37,22.83,-30.64,-40.64
-8.53,-2.12,2.27,22.46,-33.14,-37.59
-8.32,-2.1,2.31,22.28,-31.79,-36.92
-8.04,-2.23,2.49,19.96,-28.08,-34.91
-8.19,-2.23,2.67,21.73,-22.71,-35.52
-8.23,-2.17,2.52,19.78,-26.49,-32.29
-8.25,-2.29,2.43,19.41,-34.17,-30.21
-8.04,-2.29,2.38,19.66,-35.09,-27.96
-7.91,-2.27,2.44,20.45,-31.12,-27.17
-8.01,-2.47,2.4,20.2,-25.94,-25.58
-8.21,-2.35,2.51,20.88,-24.11,-24.67
-9.02,-2.85,0.01,17.7,-21.79,-24.12
-8.89,-3.05,1.23,26.91,-17.34,-23.69
-8.8,-2.69,1.32,28.31,-18.81,-24.67
-8.95,-2.67,1.61,24.47,-22.53,-24.06
-9.14,-2.67,1.65,20.27,-29.97,-25.03
-9.1,-2.56,1.71,12.34,-38.75,-25.82
-8.97,-2.88,1.44,11.12,-44.42,-27.41
-9.04,-3.01,1.75,10.45,-48.68,-30.95
-8.87,-2.68,1.34,9.17,-48.14,-33.32
-8.84,-2.9,1.48,8.62,-45.09,-32.71
-8.64,-2.79,1.37,8.56,-45.09,-29.91
-7.79,-2.16,2.79,13.07,-42.53,-16.19
-9.01,-2.88,1.57,7.1,-39.97,-18.99
-8.74,-3.12,1.8,10.45,-30.88,-18.2
-8.97,-3.11,1.68,14.41,-27.89,-21.49
-9.25,-2.91,1.69,16.36,-25.33,-24.97
-9.51,-2.71,1.55,15.57,-23.69,-26.43
-9.99,-2.68,1.37,14.23,-22.95,-26.25
-10.4,-2.86,1.46,15.69,-21.73,-29.6
-11.01,-2.84,1.88,15.33,-24.6,-35.58
-11.56,-2.54,1.91,11.73,-22.89,-43.08
-12.47,-2.36,2.01,3.92,-21.61,-52.78
-13.29,-2.52,1.89,-2.6,-30.51,-68.51
-13.05,-2.91,1.11,-5.1,-42.83,-84.42
-12.66,-3.05,1,2.03,-42.1,-96.86
-12.41,-3.05,1.39,8.44,-33.14,-109.06
-12.24,-2.83,2.01,8.99,-27.53,-119.54
-11.89,-3.04,1.94,4.72,-25.21,-132.04
-11.36,-3.02,1.76,1.91,-23.87,-146.01
-11.19,-2.95,1.59,0.02,-25.27,-162.23
-10.48,-2.76,1.38,-3.15,-26.79,-178.99
-9.49,-3.33,0.97,-5.83,-28.75,-190.21
-8.69,-3.39,0.64,-1.87,-25.7,-195.27
-8.04,-3.79,0.52,2.1,-25.27,-195.21
-7.58,-3.87,0.17,6.36,-27.53,-201.62
-7.13,-3.88,0.01,10.33,-26.73,-206.8
-6.65,-4.01,-0.04,18.56,-30.15,-208.57
-5.97,-4.47,-0.55,25.08,-32.22,-213.2
-5.43,-4.53,-0.35,36.3,-38.68,-215.33
-4.69,-4.47,0.18,39.53,-49.36,-213.02
-4.4,-4.5,0.4,39.17,-60.88,-214.72
-3.85,-4.69,0.52,42.64,-69.42,-214.66
-3.57,-4.95,0.64,46.06,-80.27,-218.81
-3.01,-5.1,1,43.86,-93.99,-224.48
-2.39,-4.92,1.02,40.33,-104.66,-229.85
-1.37,-4.89,0.59,36.61,-105.21,-233.99
-0.5,-4.67,1.09,36.06,-104.9,-228.2
0.11,-5.28,1.05,27.52,-106,-230.64
0.54,-5.64,1.09,26.42,-106.92,-242.96
1.2,-5.34,0.83,28.25,-114.35,-256.13
2.44,-4.81,1.32,32.4,-116.98,-260.76
4.01,-4.72,1.67,28.25,-109.54,-259.97
5.21,-4.67,1.93,19.9,-100.64,-253.99
6.32,-5.05,1.25,20.94,-98.81,-248.75
7.5,-5.07,0.54,28.01,-85.15,-243.02
8.35,-5.08,0.09,37.83,-73.38,-232.77
8.83,-4.83,0.02,46.3,-70.03,-221.98
8.96,-5.15,0.1,56.55,-83.81,-210.21
9.87,-5.08,0.63,65.75,-103.56,-196.43
10.73,-4.76,1.19,63.98,-97.77,-180.46
11.86,-4.89,1.46,58.98,-51.73,-165.15
11.95,-5.51,2.6,51.91,-10.82,-145.88
11.85,-5.94,3.31,48.44,1.01,-131.43
11.88,-6.31,3.76,47.58,-8.56,-123.69
12.58,-6.33,3.75,40.27,-24.36,-112.47
13.42,-6.68,4.1,30.2,-29.97,-98.81
14.6,-6.82,4,17.46,-32.34,-76.31
14.98,-6.75,4.07,9.05,-26.25,-51.74
15.17,-6.57,3.58,3.31,-20.15,-26.19
14.79,-6.27,3.33,-0.77,-17.77,-5.89
14.36,-5.77,3.07,-5.83,-14.36,15.27
13.71,-5.72,2.87,-8.88,-15.51,34.36
12.96,-5.53,2.29,-8.88,-19.42,51.98
12.37,-5.38,2.22,-10.71,-25.03,67.04
12.05,-5.36,1.82,-7.54,-26.55,79.11
11.8,-4.81,2.34,-7.3,-22.04,89.3
12.25,-4.8,2.24,-11.62,-9.6,104.48
12.65,-4.49,2.03,-16.2,4.36,130.52
11.87,-4.14,1.51,-19.86,15.46,156.55
10.54,-4.28,1.43,-21.32,14.12,170.52
9.69,-4.99,1.33,-15.22,4.49,175.03
8.93,-5.13,1.37,-7.23,-2.59,180.58
8.63,-5.04,1.25,1.42,-10.64,194.11
7.95,-5.12,1.38,9.66,-12.89,211.06
6.72,-5.14,1.23,17.64,-6.12,229.36
4.83,-4.93,1.56,23.13,-3.87,239.23
3.08,-4.66,1.51,23.86,-7.83,241.8
2.03,-4.64,1.18,26.61,-6.98,237.53
0.9,-4.79,1.08,27.09,-1.73,229.72
0.61,-4.95,0.76,30.39,13.27,218.44
-0.33,-4.63,1.14,32.83,17.29,224.36
-1.89,-4.24,1.75,22.89,-2.28,220.15
-2.45,-4.49,1.34,18.92,-22.83,215.64
-2.61,-4.75,0.76,24.17,-22.83,204.6
-2.54,-4.39,0.77,37.77,1.44,194.91
-2.93,-3.73,1.4,39.53,22.96,191.8
-4.2,-3.17,1.83,29.53,20.28,188.93
-5.27,-3.39,1.8,16.67,2.9,189.05
-5.96,-3.69,1.42,17.16,-23.69,181.98
-5.79,-3.75,0.73,28.99,-39.29,172.1
-5.27,-3.4,0.66,40.75,-25.76,174.72
-6.06,-2.96,0.87,47.64,0.77,179.97
-7.84,-2.3,1.58,46.06,4.67,177.41
-9.16,-1.73,1.91,34.05,-25.33,161.86
-9.16,-1.86,1.72,24.23,-51.18,145.33
-8.09,-2.73,0.93,33.92,-26,138.38
-8.37,-2.37,0.71,52.58,13.57,144.97
-9.55,-1.18,1.81,54.9,31.56,146.31
-11.28,-0.4,2.34,39.23,23.33,131.25
-11.88,-1.06,2.02,25.14,1.62,114.91
-11.83,-1.4,0.85,32.7,-5.76,107.22
-11.92,-1.28,0.75,42.7,-1.19,103.63
-12.8,-0.58,1.33,46.3,8.69,94.85
-14.02,-0.44,1.92,38.8,2.72,70.82
-14.06,-0.58,1.79,33.5,-10.76,47.04
-13.67,-0.66,1.89,32.03,-23.56,33.02
-13.1,-0.89,1.58,32.46,-25.15,26.07
-13.41,-0.87,2.02,33.44,-23.32,20.94
-13.67,-0.76,2.55,30.2,-31.79,11.07
-13.15,-0.8,2.3,26.18,-37.47,-3.69
-12.42,-0.77,2.32,22.34,-37.1,-18.81
-11.31,-1.05,1.95,21.12,-34.97,-27.9
-10.36,-1.33,1.64,22.28,-34.42,-31.25
-9.57,-1.27,1.66,23.13,-30.45,-30.03
-9.28,-1.35,1.68,23.13,-27.77,-31.13
-9.15,-1.45,1.69,24.11,-28.62,-33.93
-8.97,-1.45,1.76,24.78,-34.6,-35.95
-8.73,-1.38,1.58,22.4,-39.6,-38.45
-8.35,-1.38,1.73,22.03,-36.31,-36.62
-8.24,-1.55,1.84,22.89,-29.72,-32.84
-8.51,-1.68,1.83,21.85,-29.42,-29.48
-8.81,-1.64,2.01,22.7,-35.76,-29.36
-8.76,-1.53,1.98,18.68,-39.54,-30.03
-8.64,-1.49,1.93,18.62,-36,-28.26
-8.61,-1.55,1.92,19.96,-24.6,-24.42
-9.15,-1.43,2.15,18.8,-22.34,-24.73
-9.31,-1.39,2.07,16.36,-31.86,-26.74
-9.1,-1.43,1.85,15.88,-37.28,-29.48
-8.81,-1.55,1.6,16.73,-34.11,-29.06
-8.67,-1.65,1.54,18.13,-28.87,-27.53
-9.49,-1.87,-0.46,24.9,-23.5,-27.29
-9.18,-1.81,1,20.81,-24.66,-20.95
-9.1,-1.65,0.96,18.44,-29.05,-20.82
-8.98,-1.58,1.17,13.44,-25.94,-20.89
-9.26,-1.68,1.09,10.2,-26.49,-21.13
-9.39,-1.74,0.97,7.46,-27.83,-24.3
-9.58,-1.72,1.03,3.86,-32.04,-27.84
-9.42,-2.05,1.21,1.97,-38.87,-30.03
-9.3,-1.9,0.79,3.68,-39.42,-28.39
-9.45,-1.72,0.71,10.57,-32.95,-25.89
-9.74,-1.61,0.83,15.81,-27.1,-25.82
-8.97,-0.58,1.57,19.66,-25.7,-22.84
-10.35,-1.51,0.98,13.38,-32.4,-31.25
-10.51,-1.47,1.02,13.44,-26.49,-33.69
-10.77,-1.94,0.85,15.63,-20.82,-37.84
-11.11,-1.98,0.81,19.23,-24.78,-42.29
-11.36,-1.91,0.64,19.29,-26.55,-46.62
-11.45,-1.89,0.63,23.19,-20.39,-50.88
-11.84,-1.89,0.6,25.39,-14.29,-55.4
-12.18,-1.83,0.56,27.58,-12.4,-62.84
-12.36,-1.87,0.45,24.96,-12.1,-72.47
-12.29,-1.89,0.33,25.94,-10.94,-79.79
-12.39,-1.82,0.6,26.61,-11.19,-87.29
-12.46,-1.82,0.68,24.84,-16.25,-98.93
-12.11,-1.91,0.75,24.84,-19.84,-108.75
-11.77,-1.89,0.57,24.29,-19.66,-120.03
-11.49,-1.94,0.69,25.81,-16.12,-129.85
-11.1,-1.84,0.51,24.84,-12.22,-138.26
-10.79,-2.24,0.33,24.59,-10.76,-147.59
-10.26,-2.29,0.34,24.59,-14.11,-157.96
-9.6,-2.49,0.14,25.39,-19.05,-164.85
-8.88,-2.49,0.02,27.46,-16.06,-168.81
-8.53,-2.65,-0.04,29.29,-17.89,-173.93
-8.44,-3.12,0.01,29.9,-24.29,-179.05
-7.92,-3.44,-0.07,31.3,-36.67,-186.43
-7.45,-3.41,0.06,30.57,-46.79,-191.01
-6.8,-3.61,0.06,30.81,-56.31,-195.21
-6.29,-3.64,0.38,30.33,-61.98,-199.05
-5.58,-3.84,0.46,18.25,-70.57,-204.3
-4.74,-4.57,0.27,12.1,-70.33,-204.05
-4.18,-5.16,-0.06,18.31,-67.04,-207.41
-3.94,-4.92,0.35,23.92,-64.42,-206.01
-3.86,-5.03,0.79,19.11,-67.77,-212.47
-3.19,-5.16,0.59,13.92,-77.53,-217.65
-2.16,-5.52,0.25,11.67,-85.09,-217.9
-1.43,-5.84,0.15,14.66,-90.27,-213.2
-0.26,-6.47,-0.38,24.53,-81,-215.82
0.49,-6.36,-0.27,34.96,-64.23,-215.76
1.01,-6.12,0.43,37.58,-52.65,-205.82
1.62,-5.85,0.45,32.03,-56.18,-191.13
2.99,-6.9,0.28,32.4,-36.12,-179.54
3.87,-7.59,0.57,37.28,3.45,-170.46
3.74,-7.3,1.35,40.14,29.36,-161.07
3.21,-7.16,1.9,39.53,21.8,-150.52
2.79,-7.76,1.65,38.5,-16.31,-141.68
2.86,-8.52,0.85,41,-51.55,-149.42
4.01,-7.81,1.44,45.57,-53.08,-149.6
4.09,-7.21,2.4,38.5,-48.32,-143.02
4.02,-7.81,1.98,38.8,-61.18,-140.4
4.1,-8.52,1.16,46,-76,-144.12
4.85,-8.33,1.23,52.16,-89.66,-141.13
6.51,-8.46,1.6,57.34,-78.26,-140.21
7.64,-8.08,2.91,55.69,-51.49,-125.88
7.4,-8.48,2.94,52.34,-39.23,-111.43
6.72,-9.17,2.28,53.62,-56.61,-106.43
7.15,-9.37,2.06,59.35,-71.73,-110.58
8.05,-8.3,3.28,56.06,-63.75,-107.96
9.05,-8.64,3.68,47.4,-45.51,-92.1
9.2,-9.27,3.85,41.91,-27.16,-78.57
9.19,-9.26,3.85,39.11,-17.65,-64.3
9.19,-8.99,3.93,33.13,-11.98,-53.51
9.25,-9.17,3.81,28.44,-7.83,-43.02
8.89,-8.92,4.14,21.24,-11.67,-33.81
9.1,-9.09,3.62,17.09,-17.34,-27.78
9.24,-8.72,3.74,9.78,-19.48,-15.82
9.43,-9.04,3.55,7.58,-19.48,-3.63
9.11,-8.84,3.45,5.75,-18.44,8.26
8.88,-8.89,3.2,6.67,-13.62,14.72
8.9,-8.54,3.37,4.72,-7.47,23.2
8.85,-8.27,3.32,-2.54,-8.81,34.91
8.87,-8.54,3.18,-6.69,-12.1,48.38
8.94,-8.62,3.29,-8.39,-9.05,64.72
8.6,-8.46,3.39,-12.48,-3.08,81.55
7.8,-8.41,3.24,-18.33,-2.16,95.82
7.2,-8.16,3.02,-23.33,-13.08,103.26
6.82,-8.1,2.55,-24.12,-27.16,110.45
6.86,-8.06,2.12,-18.03,-35.76,115.58
6.88,-7.89,1.72,-10.83,-35.39,120.33
6.42,-7.57,1.9,-4.31,-37.83,128.87
5.88,-7.14,2.17,-5.16,-55.21,137.16
5.7,-7.24,1.65,-0.53,-58.01,143.26
5.14,-7.58,1.85,3.56,-44.17,158.5
3.92,-7.45,1.76,18.19,-11.49,170.03
2.26,-7.1,1.28,33.44,22.59,168.14
1.07,-6.42,1.46,47.03,30.64,163.63
-0.22,-6.1,1.81,43.01,16.5,161.13
-0.77,-5.36,2.42,15.02,-6.31,169.72
-1.37,-5.47,2.02,-6.75,-21.43,168.32
-1.78,-5.86,0.92,-7.9,-10.45,160.09
-2.12,-5.94,0.75,-4.73,-3.08,153.63
-2.52,-5.84,0.85,-7.9,1.99,159.05
-3.1,-5.87,0.86,-8.27,6.74,161.49
-4.07,-4.7,1.4,-14.67,-3.56,160.33
-4.83,-4.52,1.37,-24.49,-22.22,149.3
-4.87,-5.1,0.32,-21.08,-22.1,138.99
-4.46,-5.3,0.16,-9.8,-14.17,132.65
-4.61,-5.27,-0.14,3.74,-7.65,129.78
-4.88,-4.91,-0.02,20.33,-7.65,126.67
-5.32,-4.29,0.43,24.29,-19.78,128.26
-6.01,-3.32,0.47,20.57,-18.08,135.76
-6.99,-2.87,0.37,22.52,-9.17,142.77
-7.93,-2.86,0.12,18.5,-10.82,139.05
-8.2,-2.66,-0.11,15.69,-25.94,132.71
-8.49,-2.65,-0.22,14.72,-35.64,127.22
-8.81,-2.48,-0.28,17.89,-34.78,129.36
-9.54,-2.22,-0.17,24.11,-30.33,125.64
-10.1,-1.97,0.01,25.94,-31.79,117.04
-10.04,-2.01,0.21,25.69,-36.49,112.04
-9.87,-1.92,0.07,27.83,-40.88,107.53
-9.85,-1.57,0.15,27.09,-30.94,106.74
-10.29,-1.24,-0.38,29.11,-12.89,113.93
-11.51,-1.08,-0.49,34.47,-6.92,108.2
-12.51,-0.61,-0.21,31.18,-16.12,92.65
-12.5,-0.56,-0.07,31.91,-37.1,81.55
-12.36,-0.61,0.1,35.94,-45.76,71.86
-11.99,-0.39,0.44,37.52,-37.16,62.96
-11.89,-0.22,0.61,34.78,-24.29,55.46
-12.03,-0.4,0.32,36,-22.22,46.55
-11.95,-0.39,0.33,39.35,-30.58,36.07
-11.55,-0.08,0.53,39.11,-36.49,29.6
-11.72,0.03,0.86,38.68,-31.86,25.58
-12.28,0.31,1.29,37.22,-26.31,15.58
-12.52,0.28,1.64,32.83,-33.56,3.32
-11.98,-0.01,1.4,30.14,-43.26,-10.4
-11.13,0.1,1.57,30.63,-45.7,-19.67
-10.33,0.02,1.39,29.72,-41.31,-23.57
-9.73,-0.25,1.5,28.99,-38.32,-23.93
-9.46,-0.25,1.52,27.34,-38.08,-25.34
-9.22,-0.39,1.47,24.53,-38.81,-25.7
-9.02,-0.33,1.45,23.38,-36.86,-24.67
-9.25,-5.1,0.08,20.78,20.81,12.46
-7.95,-4.91,0.49,25.24,21.36,13.8
-8.05,-5.02,0.38,24.02,16.18,14.96
-8.37,-4.69,0.75,16.94,8.62,10.14
-8.39,-4.7,0.64,7.92,-1.87,4.29
-8.06,-4.81,0.54,3.47,-3.7,4.66
-8.25,-4.87,0.47,0.66,-1.75,6.36
-8.18,-4.26,0.6,-5.07,-3.88,6.24
-8.47,-4.94,0.59,-5.5,-0.47,5.63
-8.14,-4,2.22,-9.4,10.39,9.05
-8.42,-4.76,0.19,-8.55,3.31,9.35
-8.36,-5.17,0.55,1.09,7.21,9.66
-8.3,-5.01,0.19,10.66,10.87,5.94
-8.43,-4.76,0.58,11.52,10.32,3.25
-8.34,-4.85,0.36,11.09,10.32,4.84
-8.26,-4.79,0.57,7.98,10.57,6.42
-8.45,-4.85,0.52,7,13.8,6.67
-8.62,-4.72,0.54,6.58,16.3,5.69
-8.71,-4.85,0.44,7.25,16.67,2.4
-8.7,-5.08,0.39,10.24,17.82,-2.17
-8.65,-5.09,0.49,9.2,18.37,-5.77
-8.87,-5.08,0.59,6.88,17.58,-11.81
-9.08,-4.25,0.39,-0.92,20.45,-12.54
-9.06,-7.23,0.84,-8.91,19.35,6.97
-9.08,-5.22,-0.32,2.19,32.52,-6.99
-9.63,-4.91,-0.18,11.64,31.3,-9.67
-10.15,-5.37,0.06,13.22,27.09,-19.25
-10.61,-6.3,-0.67,28.95,25.81,-34.19
-10.01,-5.1,-0.73,30.72,32.58,-50.77
-10.68,-4.9,0.4,21.64,22.4,-48.64
-10.56,-4.77,-0.25,16.21,23.74,-53.45
-10.77,-4.99,-0.55,16.09,25.63,-59.31
-10.83,-5.29,-0.88,18.16,27.15,-72.48
-10.91,-5.26,-0.9,24.08,21.6,-87.29
-10.71,-5.31,-1,28.34,16.79,-107.17
-10.29,-5.37,-0.92,34.93,13.68,-128.09
-9.85,-5.3,-0.83,37.13,17.64,-145.34
-9.24,-4.98,-0.72,35.05,13.31,-150.53
-8.9,-5.73,-0.24,41.64,9.47,-155.1
-8.21,-5.93,0.08,49.69,8.56,-164.43
-7.75,-5.51,0.09,43.71,3.56,-172.17
-7.15,-5.63,0.27,38.1,5.87,-188.45
-6.71,-5.74,0.13,39.08,-5.77,-198.45
-5.43,-6.01,0.47,37.43,-6.5,-205.89
-4.99,-6.21,0.79,32.86,-14.31,-202.48
-4.22,-6.01,0.39,34.81,-14.92,-201.32
-3.68,-6.31,0.98,42.06,-13.46,-198.88
-2.91,-6.12,0.94,41.64,-19.43,-186.93
-2.17,-6.47,0.87,37.61,-16.44,-182.54
-0.86,-6.64,0.73,37.13,-13.58,-177.6
-0.08,-6.45,1.31,28.16,1.79,-169.61
-0.16,-6.7,1.37,26.58,3.92,-154.61
-0.27,-7.08,0.72,24.56,-0.71,-156.44
0.24,-7.18,0.44,31.03,-9.68,-164.18
0.81,-9.09,1.01,54.63,-18.58,-180.34
2.29,-6.94,1.14,44.02,-7.36,-181.44
3.14,-6.19,1.59,34.99,5.32,-151.07
2.18,-6.7,1.77,28.83,-10.1,-135.04
2.59,-6.99,0.49,34.75,-21.14,-137.17
3.39,-6.95,0.61,37.92,-7.36,-137.96
4.27,-6.66,1.06,36.03,23.43,-137.96
4.77,-6.75,1.58,29.87,19.23,-127.6
4.57,-6.72,0.88,31.39,-9.13,-113.64
4.72,-6.72,0.38,36.09,-29.61,-119.49
5.56,-6.38,0.41,49.38,-21.81,-121.75
6.58,-5.83,0.85,53.28,-2.85,-117.78
6.64,-5.41,1.5,45.72,10.81,-113.03
7,-5.6,1,41.58,12.28,-102.05
7.32,-5.98,0.42,48.41,9.35,-92.42
7.82,-6.43,0.41,57.43,5.51,-90.04
7.88,-6.33,0.78,61.52,-6.26,-94.43
8.28,-5.91,1.06,66.33,-6.32,-98.15
8.71,-5.78,1.1,69.93,4.04,-93.33
8.95,-6,1.31,66.82,15.02,-86.68
8.85,-6.59,2.41,56.94,15.45,-78.09
8.84,-6.73,3.09,57.13,4.65,-75.53
9.58,-7.32,3.53,59.08,1.18,-77.54
10.12,-7.26,3.41,54.63,19.29,-79.92
10.91,-7.3,4.13,45.78,28.25,-71.44
11.36,-7.55,4.31,35.48,18.92,-56.87
11.5,-7.37,4.37,27.55,15.08,-45.53
12.17,-7.14,4.44,16.64,11.67,-32.97
12.81,-7.06,4.22,8.47,21.36,-16.26
12.64,-6.95,4.16,2.67,26.12,1.97
12.59,-7,3.77,1.15,23.07,18.5
12.29,-6.68,3.3,1.27,18.68,33.38
11.98,-6.36,3.06,0.36,19.35,44.72
12.17,-6.28,3.1,-0.37,25.2,54.05
12.45,-5.85,3.05,-7.26,36.18,71.18
12.27,-5.52,3.49,-15.07,44.65,91.97
11.63,-5.63,3.18,-20.92,48.74,108.98
10.9,-5.73,2.86,-20.98,48.13,122.15
10.51,-5.84,2.89,-18.42,50.99,131.97
10.28,-5.53,2.79,-15.62,48.01,147.4
9.89,-5.54,2.88,-21.11,38.43,160.87
9.19,-5.44,3.07,-24.7,28.43,173.31
8.97,-5.76,2.78,-30.07,24.78,177.03
8.26,-5.75,2.53,-32.51,37.28,183.74
7.35,-5.64,2.03,-31.9,41.67,194.53
5.95,-6,1.81,-26.53,27.28,200.63
5.25,-6.25,1.57,-11.59,4.47,210.26
4.87,-6.16,1.8,-2.57,0.02,214.84
3.89,-5.67,2.21,-3.97,7.15,222.46
3.27,-5.56,1.8,0.24,21.3,224.23
2.51,-5.61,1.62,1.52,25.63,225.75
2.09,-5.4,1.29,4.99,29.23,231.61
0.91,-4.86,0.95,10.78,28.43,243.31
-0.33,-4.84,1.43,12.55,33.74,247.95
-1.67,-4.39,1.45,8.95,25.57,238.19
-2.24,-4.32,1.35,4.38,13.43,222.09
-1.96,-4.29,0.45,-4.64,9.96,210.57
-1.73,-4.27,0.34,0.91,9.65,226.3
-2.55,-4.08,0.34,6.39,37.58,231.97
-4.45,-3.12,0.96,1.76,38.13,225.2
-5.67,-2.75,1.32,-6.9,28.31,204.11
-6.4,-3.02,0.53,-8.3,27.09,185.26
-6.59,-3.25,0.28,-0.56,27.52,175.45
-6.6,-3.5,0.22,9.14,18.31,169.17
-6.69,-3.29,0.1,13.34,1,172.89
-7.32,-3.37,0.21,15.66,-3.82,176.91
-9.02,-3.01,0.98,17.61,3.01,158.92
-9.93,-2.7,1.23,14.5,1,139.23
-10.23,-3.47,0.9,14.93,-9.86,122.76
-9.82,-3.75,0.59,21.7,-19.25,119.35
